Autor1,Gênero_Autor1,Autor2,Gênero_Autor2,Evento
Jean Rangel,Homem,Rosiane Freitas,Mulher,WIT
Jean Rangel,Homem,Silvia Bim,Mulher,WIT
João Bernado,Homem,Karla Pereira,Mulher,WIT
João Bernado,Homem,Larissa Pessoa,Mulher,WIT
João Bernado,Homem,Rosiane Freitas,Mulher,WIT
João Bernado,Homem,Silvia Bim,Mulher,WIT
Karla Pereira,Mulher,Larissa Pessoa,Mulher,WIT
Karla Pereira,Mulher,Rosiane Freitas,Mulher,WIT
Karla Pereira,Mulher,Silvia Bim,Mulher,WIT
Larissa Pessoa,Mulher,Rosiane Freitas,Mulher,WIT
Larissa Pessoa,Mulher,Silvia Bim,Mulher,WIT
Rosiane Freitas,Mulher,Silvia Bim,Mulher,WIT
Davi Viana,Homem,Flávia Carvalho,Mulher,WEI
Davi Viana,Homem,Luis Rivero,Homem,WEI
Davi Viana,Homem,Sebastião Santos,Homem,WEI
Flávia Carvalho,Mulher,Luis Rivero,Homem,WEI
Flávia Carvalho,Mulher,Sebastião Santos,Homem,WEI
Luis Rivero,Homem,Sebastião Santos,Homem,WEI
André Riker,Homem,Denis Rosário,Homem,SBCUP
André Riker,Homem,Renato Mota,Homem,SBCUP
Denis Rosário,Homem,Renato Mota,Homem,SBCUP
Joilson Oliveira Telles,Homem,Lara Mello do Nascimento,Mulher,ENCompIF
Joilson Oliveira Telles,Homem,Leonardo Renner Koppe,Homem,ENCompIF
Joilson Oliveira Telles,Homem,Naira Kaieski,Mulher,ENCompIF
Joilson Oliveira Telles,Homem,William Augusto Pez,Homem,ENCompIF
Lara Mello do Nascimento,Mulher,Leonardo Renner Koppe,Homem,ENCompIF
Lara Mello do Nascimento,Mulher,Naira Kaieski,Mulher,ENCompIF
Lara Mello do Nascimento,Mulher,William Augusto Pez,Homem,ENCompIF
Leonardo Renner Koppe,Homem,Naira Kaieski,Mulher,ENCompIF
Leonardo Renner Koppe,Homem,William Augusto Pez,Homem,ENCompIF
Naira Kaieski,Mulher,William Augusto Pez,Homem,ENCompIF
Andre Aquino,Homem,Cristopher Freitas,Homem,SBCUP
Andre Aquino,Homem,Givanildo Júnior,Homem,SBCUP
Andre Aquino,Homem,Osvaldo Rosso,Homem,SBCUP
Cristopher Freitas,Homem,Givanildo Júnior,Homem,SBCUP
Cristopher Freitas,Homem,Osvaldo Rosso,Homem,SBCUP
Givanildo Júnior,Homem,Osvaldo Rosso,Homem,SBCUP
Gustavo Rodrigues Galvão,Homem,Zanoni Dias,Homem,CTD
Daniel Ratton Figueiredo,Homem,Pamela Tabak,Mulher,ETC
Daniel Diniz,Homem,Otho da Silva Neto,Homem,ENCompIF
Daniel Diniz,Homem,Tarcísio Marques,Homem,ENCompIF
Otho da Silva Neto,Homem,Tarcísio Marques,Homem,ENCompIF
Ismael Seidel,Homem,José Luís A. Güntzel,Homem,CTIC
Ismael Seidel,Homem,Luiz Cancellier,Homem,CTIC
José Luís A. Güntzel,Homem,Luiz Cancellier,Homem,CTIC
Alex Vidigal Bastos,Homem,Cristiano M. Silva,Homem,SBCUP
Alex Vidigal Bastos,Homem,Diógenes Cecílio da Silva Júnior,Homem,SBCUP
Cristiano M. Silva,Homem,Diógenes Cecílio da Silva Júnior,Homem,SBCUP
Eduardo C. Xavier,Homem,Flávio K. Miyazawa,Homem,ETC
Eduardo C. Xavier,Homem,Rafael C. S. Schoeury,Homem,ETC
Eduardo C. Xavier,Homem,Yulle Glebbyo,Mulher,ETC
Flávio K. Miyazawa,Homem,Rafael C. S. Schoeury,Homem,ETC
Flávio K. Miyazawa,Homem,Yulle Glebbyo,Mulher,ETC
Rafael C. S. Schoeury,Homem,Yulle Glebbyo,Mulher,ETC
Rafael T. Araújo,Homem,Sulamita Klein,Mulher,ETC
Murilo V. G. da Silva,Homem,Nicollas M. Sdroievski,Homem,ETC
Diego F. Aranha,Homem,Jheyne N. Ortiz,Mulher,ETC
Diego F. Aranha,Homem,Ricardo Dahab,Homem,ETC
Jheyne N. Ortiz,Mulher,Ricardo Dahab,Homem,ETC
Cinthya Cavalcanti,Mulher,José Junior,Homem,WASHES
Cinthya Cavalcanti,Mulher,João Pimentel,Homem,WASHES
Cinthya Cavalcanti,Mulher,Maria Lencastre,Mulher,WASHES
Cinthya Cavalcanti,Mulher,Tainã Santos,Mulher,WASHES
Cinthya Cavalcanti,Mulher,Timóteo Silva,Homem,WASHES
José Junior,Homem,João Pimentel,Homem,WASHES
José Junior,Homem,Maria Lencastre,Mulher,WASHES
José Junior,Homem,Tainã Santos,Mulher,WASHES
José Junior,Homem,Timóteo Silva,Homem,WASHES
João Pimentel,Homem,Maria Lencastre,Mulher,WASHES
João Pimentel,Homem,Tainã Santos,Mulher,WASHES
João Pimentel,Homem,Timóteo Silva,Homem,WASHES
Maria Lencastre,Mulher,Tainã Santos,Mulher,WASHES
Maria Lencastre,Mulher,Timóteo Silva,Homem,WASHES
Tainã Santos,Mulher,Timóteo Silva,Homem,WASHES
Eduardo Cambruzzi,Homem,Jessica de S. Santana,Mulher,WEI
Alessandra Martins Coelho,Mulher,Gabriela Cardoso Montes,Mulher,WIT
Alessandra Martins Coelho,Mulher,Ivy Oliveira Magesti,Mulher,WIT
Alessandra Martins Coelho,Mulher,Julie Silva Pereira,Mulher,WIT
Alessandra Martins Coelho,Mulher,Luiza Rosa de Moura,Mulher,WIT
Alessandra Martins Coelho,Mulher,Nurian Maria Amâncio Coelho,Mulher,WIT
Gabriela Cardoso Montes,Mulher,Ivy Oliveira Magesti,Mulher,WIT
Gabriela Cardoso Montes,Mulher,Julie Silva Pereira,Mulher,WIT
Gabriela Cardoso Montes,Mulher,Luiza Rosa de Moura,Mulher,WIT
Gabriela Cardoso Montes,Mulher,Nurian Maria Amâncio Coelho,Mulher,WIT
Ivy Oliveira Magesti,Mulher,Julie Silva Pereira,Mulher,WIT
Ivy Oliveira Magesti,Mulher,Luiza Rosa de Moura,Mulher,WIT
Ivy Oliveira Magesti,Mulher,Nurian Maria Amâncio Coelho,Mulher,WIT
Julie Silva Pereira,Mulher,Luiza Rosa de Moura,Mulher,WIT
Julie Silva Pereira,Mulher,Nurian Maria Amâncio Coelho,Mulher,WIT
Luiza Rosa de Moura,Mulher,Nurian Maria Amâncio Coelho,Mulher,WIT
Alexandre Marcos Lins de Vasconcelos,Homem,Elisiane Monteiro Soares,Mulher,WASHES
Alexandre Marcos Lins de Vasconcelos,Homem,Melquizedeque Cabral dos Santos,Homem,WASHES
Alexandre Marcos Lins de Vasconcelos,Homem,Sandro Ronaldo Bezerra Oliveira,Homem,WASHES
Elisiane Monteiro Soares,Mulher,Melquizedeque Cabral dos Santos,Homem,WASHES
Elisiane Monteiro Soares,Mulher,Sandro Ronaldo Bezerra Oliveira,Homem,WASHES
Melquizedeque Cabral dos Santos,Homem,Sandro Ronaldo Bezerra Oliveira,Homem,WASHES
Gilberto Müller,Homem,Michelle Martins,Mulher,WEI
Cristiano Maciel,Homem,Sabrina B. Sassi,Mulher,WEI
Cristiano Maciel,Homem,Vinícius Carvalho Pereira,Homem,WEI
Sabrina B. Sassi,Mulher,Vinícius Carvalho Pereira,Homem,WEI
José Quaresma,Homem,Marianne Eliasquevici,Mulher,WEI
José Quaresma,Homem,Sandra Oliveira,Homem,WEI
Marianne Eliasquevici,Mulher,Sandra Oliveira,Homem,WEI
Antonio Brasil,Homem,Jefferson Andrade,Homem,SEMISH
Antonio Brasil,Homem,Karin Komati,Mulher,SEMISH
Antonio Brasil,Homem,Luiz Pinto,Homem,SEMISH
Jefferson Andrade,Homem,Karin Komati,Mulher,SEMISH
Jefferson Andrade,Homem,Luiz Pinto,Homem,SEMISH
Karin Komati,Mulher,Luiz Pinto,Homem,SEMISH
Antonilson Alcantara,Homem,Cleidson Souza,Homem,SEMISH
Antonilson Alcantara,Homem,Emanuel Rodrigues,Homem,SEMISH
Antonilson Alcantara,Homem,Filipe Coelho,Homem,SEMISH
Cleidson Souza,Homem,Emanuel Rodrigues,Homem,SEMISH
Cleidson Souza,Homem,Filipe Coelho,Homem,SEMISH
Emanuel Rodrigues,Homem,Filipe Coelho,Homem,SEMISH
Anderson Afonso,Homem,Luciana Chueri,Mulher,WASHES
Anderson Afonso,Homem,Mariana Pinheiro,Mulher,WASHES
Anderson Afonso,Homem,Mateus Lambranho Ramos,Homem,WASHES
Anderson Afonso,Homem,Rodrigo Pereira dos Santos,Homem,WASHES
Luciana Chueri,Mulher,Mariana Pinheiro,Mulher,WASHES
Luciana Chueri,Mulher,Mateus Lambranho Ramos,Homem,WASHES
Luciana Chueri,Mulher,Rodrigo Pereira dos Santos,Homem,WASHES
Mariana Pinheiro,Mulher,Mateus Lambranho Ramos,Homem,WASHES
Mariana Pinheiro,Mulher,Rodrigo Pereira dos Santos,Homem,WASHES
Mateus Lambranho Ramos,Homem,Rodrigo Pereira dos Santos,Homem,WASHES
Albert Lopes,Homem,Carlos Portela,Homem,WEI
Albert Lopes,Homem,Raaby Miranda,Mulher,WEI
Carlos Portela,Homem,Raaby Miranda,Mulher,WEI
Glívia Barbosa,Mulher,Kecia Ferreira,Mulher,WIT
Glívia Barbosa,Mulher,Silvia Albuquerque,Mulher,WIT
Kecia Ferreira,Mulher,Silvia Albuquerque,Mulher,WIT
Daniel Mendes Barbosa,Homem,Fabrício A. Silva,Homem,WEI
Daniel Mendes Barbosa,Homem,Gláucia Braga e Silva,Mulher,WEI
Fabrício A. Silva,Homem,Gláucia Braga e Silva,Mulher,WEI
Geovane F. Piccinin,Homem,Mirella M. Moro,Mulher,WEI
Fernando Oliveira,Homem,Heberth Reinstein,Homem,SBCUP
Fernando Oliveira,Homem,Mateus Delatorre,Homem,SBCUP
Heberth Reinstein,Homem,Mateus Delatorre,Homem,SBCUP
Emanuel Coutinho,Homem,Leonardo Moreira,Homem,WASHES
Emanuel Coutinho,Homem,Maurício Neto,Homem,WASHES
Leonardo Moreira,Homem,Maurício Neto,Homem,WASHES
Filipe C. Fernandes,Homem,Loham da Silva,Homem,ENCompIF
Filipe C. Fernandes,Homem,Otacílio Pereira,Homem,ENCompIF
Loham da Silva,Homem,Otacílio Pereira,Homem,ENCompIF
João V. S. Leite,Homem,Marcos Bedo,Homem,ETC
João V. S. Leite,Homem,Rodolfo A. de Oliveira,Homem,ETC
Marcos Bedo,Homem,Rodolfo A. de Oliveira,Homem,ETC
Adriano Braga,Homem,Alexandre F. Lopes,Homem,WEI
Adriano Braga,Homem,Thalia Santana,Mulher,WEI
Alexandre F. Lopes,Homem,Thalia Santana,Mulher,WEI
Aline Mello,Mulher,Amanda Melo,Mulher,WIT
Aline Mello,Mulher,Isadora Ferrão,Mulher,WIT
Amanda Melo,Mulher,Isadora Ferrão,Mulher,WIT
Cristiano R. Cervi,Homem,Daniel M. Kuhn,Homem,SEMISH
Cristiano R. Cervi,Homem,Edimar Mânica,Homem,SEMISH
Daniel M. Kuhn,Homem,Edimar Mânica,Homem,SEMISH
Braulio Adriano de Mello,Homem,Ricardo Parizotto,Homem,SEMISH
Flavio Miyazawa,Homem,Thiago de Queiroz,Homem,ETC
Flavio Miyazawa,Homem,Vinícius Lima,Homem,ETC
Flavio Miyazawa,Homem,Yulle Borges,Mulher,ETC
Thiago de Queiroz,Homem,Vinícius Lima,Homem,ETC
Thiago de Queiroz,Homem,Yulle Borges,Mulher,ETC
Vinícius Lima,Homem,Yulle Borges,Mulher,ETC
Omar Vilca,Homem,Rosiane Freitas,Mulher,ETC
Elisa Huzita,Mulher,Giuseppe Portolese,Homem,WASHES
Elisa Huzita,Mulher,Guilherme da Cruz,Homem,WASHES
Elisa Huzita,Mulher,Valéria D. Feltrim,Mulher,WASHES
Giuseppe Portolese,Homem,Guilherme da Cruz,Homem,WASHES
Giuseppe Portolese,Homem,Valéria D. Feltrim,Mulher,WASHES
Guilherme da Cruz,Homem,Valéria D. Feltrim,Mulher,WASHES
Ana Paula Cavadas Rodrigues,Mulher,Carla Verônica Machado Marques,Mulher,WIT
Ana Paula Cavadas Rodrigues,Mulher,Carlo Emmanoel Tolla de Oliveira,Homem,WIT
Ana Paula Cavadas Rodrigues,Mulher,Claudia Lage Rebello da Motta,Mulher,WIT
Ana Paula Cavadas Rodrigues,Mulher,Raquel Moreira Machado Fernandes,Mulher,WIT
Carla Verônica Machado Marques,Mulher,Carlo Emmanoel Tolla de Oliveira,Homem,WIT
Carla Verônica Machado Marques,Mulher,Claudia Lage Rebello da Motta,Mulher,WIT
Carla Verônica Machado Marques,Mulher,Raquel Moreira Machado Fernandes,Mulher,WIT
Carlo Emmanoel Tolla de Oliveira,Homem,Claudia Lage Rebello da Motta,Mulher,WIT
Carlo Emmanoel Tolla de Oliveira,Homem,Raquel Moreira Machado Fernandes,Mulher,WIT
Claudia Lage Rebello da Motta,Mulher,Raquel Moreira Machado Fernandes,Mulher,WIT
Libério Silva,Homem,Sanderson Gonzaga de Oliveira,Homem,SEMISH
Caio Flexa,Homem,Sergio Viademonte,Homem,WPerformance
Caio Flexa,Homem,Walisson Gomes,Homem,WPerformance
Sergio Viademonte,Homem,Walisson Gomes,Homem,WPerformance
Cecília Lescano Osório,Mulher,Edna Ayako Hoshino,Mulher,ETC
Bruno César Vani,Homem,César Silva,Homem,ENCompIF
Bruno César Vani,Homem,Jessica Viana,Mulher,ENCompIF
Bruno César Vani,Homem,Melissa Zanatta,Mulher,ENCompIF
César Silva,Homem,Jessica Viana,Mulher,ENCompIF
César Silva,Homem,Melissa Zanatta,Mulher,ENCompIF
Jessica Viana,Mulher,Melissa Zanatta,Mulher,ENCompIF
André Oliveira,Homem,Fernanda Campos,Mulher,SEMISH
André Oliveira,Homem,Lucas Bressan,Homem,SEMISH
André Oliveira,Homem,Regina Braga,Mulher,SEMISH
Fernanda Campos,Mulher,Lucas Bressan,Homem,SEMISH
Fernanda Campos,Mulher,Regina Braga,Mulher,SEMISH
Lucas Bressan,Homem,Regina Braga,Mulher,SEMISH
Jorge Barbosa,Homem,Rodrigo Bavaresco,Homem,SBCUP
Fabíola Pantoja O. Araújo,Mulher,Rebeca Hilda Furtado Costa,Mulher,WIT
Fabíola Pantoja O. Araújo,Mulher,Sara das Mercês Silva,Mulher,WIT
Rebeca Hilda Furtado Costa,Mulher,Sara das Mercês Silva,Mulher,WIT
Andre Bulcão,Homem,André Yokoyama,Homem,WPerformance
Andre Bulcão,Homem,Bruno Schulze,Homem,WPerformance
Andre Bulcão,Homem,Gabrieli Silva,Mulher,WPerformance
Andre Bulcão,Homem,Mariza Ferro,Mulher,WPerformance
Andre Bulcão,Homem,Ricardo Bragança,Homem,WPerformance
Andre Bulcão,Homem,Rodrigo Gandra,Homem,WPerformance
Andre Bulcão,Homem,Vinicius Klõh,Homem,WPerformance
André Yokoyama,Homem,Bruno Schulze,Homem,WPerformance
André Yokoyama,Homem,Gabrieli Silva,Mulher,WPerformance
André Yokoyama,Homem,Mariza Ferro,Mulher,WPerformance
André Yokoyama,Homem,Ricardo Bragança,Homem,WPerformance
André Yokoyama,Homem,Rodrigo Gandra,Homem,WPerformance
André Yokoyama,Homem,Vinicius Klõh,Homem,WPerformance
Bruno Schulze,Homem,Gabrieli Silva,Mulher,WPerformance
Bruno Schulze,Homem,Mariza Ferro,Mulher,WPerformance
Bruno Schulze,Homem,Ricardo Bragança,Homem,WPerformance
Bruno Schulze,Homem,Rodrigo Gandra,Homem,WPerformance
Bruno Schulze,Homem,Vinicius Klõh,Homem,WPerformance
Gabrieli Silva,Mulher,Mariza Ferro,Mulher,WPerformance
Gabrieli Silva,Mulher,Ricardo Bragança,Homem,WPerformance
Gabrieli Silva,Mulher,Rodrigo Gandra,Homem,WPerformance
Gabrieli Silva,Mulher,Vinicius Klõh,Homem,WPerformance
Mariza Ferro,Mulher,Ricardo Bragança,Homem,WPerformance
Mariza Ferro,Mulher,Rodrigo Gandra,Homem,WPerformance
Mariza Ferro,Mulher,Vinicius Klõh,Homem,WPerformance
Ricardo Bragança,Homem,Rodrigo Gandra,Homem,WPerformance
Ricardo Bragança,Homem,Vinicius Klõh,Homem,WPerformance
Rodrigo Gandra,Homem,Vinicius Klõh,Homem,WPerformance
Heitor Costa,Homem,Paulo Afonso Pereira Junior,Homem,WASHES
Alex Vieira,Homem,Francisco Airton Silva,Homem,WPerformance
Alex Vieira,Homem,Glauber Dias Gonçalves,Homem,WPerformance
Alex Vieira,Homem,Jussara Almeida,Mulher,WPerformance
Alex Vieira,Homem,Samuel de Oliveira Ribeiro,Homem,WPerformance
Francisco Airton Silva,Homem,Glauber Dias Gonçalves,Homem,WPerformance
Francisco Airton Silva,Homem,Jussara Almeida,Mulher,WPerformance
Francisco Airton Silva,Homem,Samuel de Oliveira Ribeiro,Homem,WPerformance
Glauber Dias Gonçalves,Homem,Jussara Almeida,Mulher,WPerformance
Glauber Dias Gonçalves,Homem,Samuel de Oliveira Ribeiro,Homem,WPerformance
Jussara Almeida,Mulher,Samuel de Oliveira Ribeiro,Homem,WPerformance
Carolina Aguilar,Mulher,Gisele Marinho,Mulher,WIT
Carolina Aguilar,Mulher,Simone Fagundes,Mulher,WIT
Gisele Marinho,Mulher,Simone Fagundes,Mulher,WIT
Cristina K. Dominicini,Mulher,Magnos Martinello,Homem,WPerformance
Cristina K. Dominicini,Mulher,Moisés R. N. Ribeiro,Homem,WPerformance
Cristina K. Dominicini,Mulher,Rodolfo R. Gomes,Homem,WPerformance
Magnos Martinello,Homem,Moisés R. N. Ribeiro,Homem,WPerformance
Magnos Martinello,Homem,Rodolfo R. Gomes,Homem,WPerformance
Moisés R. N. Ribeiro,Homem,Rodolfo R. Gomes,Homem,WPerformance
Anelise Lemke Kologeski,Mulher,Natália Bernardo Nunes,Mulher,ENCompIF
André Pereira,Mulher,Eduardo Souto,Homem,WEI
André Pereira,Mulher,Leandro Carvalho,Homem,WEI
Eduardo Souto,Homem,Leandro Carvalho,Homem,WEI
Fabiano de S. Oliveira,Homem,Paulo Eustáquio D. Pinto,Homem,ETC
Fabiano de S. Oliveira,Homem,Raquel M. Souza,Mulher,ETC
Paulo Eustáquio D. Pinto,Homem,Raquel M. Souza,Mulher,ETC
Aleteia Patrícia F. de Araújo,Mulher,Lucas M. Chagas,Homem,WIT
Aleteia Patrícia F. de Araújo,Mulher,Luiza A. Hansen,Mulher,WIT
Aleteia Patrícia F. de Araújo,Mulher,Maristela Holanda,Mulher,WIT
Aleteia Patrícia F. de Araújo,Mulher,Vinicius R. P. Borges,Homem,WIT
Lucas M. Chagas,Homem,Luiza A. Hansen,Mulher,WIT
Lucas M. Chagas,Homem,Maristela Holanda,Mulher,WIT
Lucas M. Chagas,Homem,Vinicius R. P. Borges,Homem,WIT
Luiza A. Hansen,Mulher,Maristela Holanda,Mulher,WIT
Luiza A. Hansen,Mulher,Vinicius R. P. Borges,Homem,WIT
Maristela Holanda,Mulher,Vinicius R. P. Borges,Homem,WIT
Elma Rocha,Mulher,Isabel Dillmann Nunes,Mulher,WIT
Elma Rocha,Mulher,Joicy Daliane Oliveira,Mulher,WIT
Elma Rocha,Mulher,Soraya Medeiros,Mulher,WIT
Elma Rocha,Mulher,Thayrone Santos,Homem,WIT
Isabel Dillmann Nunes,Mulher,Joicy Daliane Oliveira,Mulher,WIT
Isabel Dillmann Nunes,Mulher,Soraya Medeiros,Mulher,WIT
Isabel Dillmann Nunes,Mulher,Thayrone Santos,Homem,WIT
Joicy Daliane Oliveira,Mulher,Soraya Medeiros,Mulher,WIT
Joicy Daliane Oliveira,Mulher,Thayrone Santos,Homem,WIT
Soraya Medeiros,Mulher,Thayrone Santos,Homem,WIT
Ermeson Andrade,Homem,Viviane Vasconcelos,Mulher,WEI
Ana Paula Chaves,Mulher,Mariana Prudêncio,Mulher,WIT
Ayala L. Ribeiro,Mulher,Bianca L. Santana,Mulher,WEI
Ayala L. Ribeiro,Mulher,Roberto A. Bittencourt,Homem,WEI
Bianca L. Santana,Mulher,Roberto A. Bittencourt,Homem,WEI
Críssia Marcelino,Mulher,Francisco Nascimento,Homem,WASHES
Cláudia Caroline L. de Oliveira,Mulher,Marcos César da Rocha Seruffo,Homem,SEMISH
Cláudia Caroline L. de Oliveira,Mulher,Renan Patrick de C. Marçal,Homem,SEMISH
Marcos César da Rocha Seruffo,Homem,Renan Patrick de C. Marçal,Homem,SEMISH
Ana Paula Couto da Silva,Mulher,Bruno Demattos Nogueira,Homem,WPerformance
Ana Paula Couto da Silva,Mulher,Fabricio Murai,Homem,WPerformance
Ana Paula Couto da Silva,Mulher,Francisco Galuppo Azevedo,Homem,WPerformance
Bruno Demattos Nogueira,Homem,Fabricio Murai,Homem,WPerformance
Bruno Demattos Nogueira,Homem,Francisco Galuppo Azevedo,Homem,WPerformance
Fabricio Murai,Homem,Francisco Galuppo Azevedo,Homem,WPerformance
Gabriel B. Moro,Homem,Lucas Mello Schnorr,Homem,WPerformance
Hugo Kuribayashi,Homem,Isaac Barros,Homem,WPerformance
Hugo Kuribayashi,Homem,João Barbosa,Homem,WPerformance
Hugo Kuribayashi,Homem,João Carmona,Homem,WPerformance
Hugo Kuribayashi,Homem,Warley Junior,Homem,WPerformance
Hugo Kuribayashi,Homem,Wendel Serra,Homem,WPerformance
Isaac Barros,Homem,João Barbosa,Homem,WPerformance
Isaac Barros,Homem,João Carmona,Homem,WPerformance
Isaac Barros,Homem,Warley Junior,Homem,WPerformance
Isaac Barros,Homem,Wendel Serra,Homem,WPerformance
João Barbosa,Homem,João Carmona,Homem,WPerformance
João Barbosa,Homem,Warley Junior,Homem,WPerformance
João Barbosa,Homem,Wendel Serra,Homem,WPerformance
João Carmona,Homem,Warley Junior,Homem,WPerformance
João Carmona,Homem,Wendel Serra,Homem,WPerformance
Warley Junior,Homem,Wendel Serra,Homem,WPerformance
Arthur de C. Callado,Homem,Michel S. Bonfim,Homem,WPerformance
Arthur de C. Callado,Homem,Paulo A. L. Rego,Homem,WPerformance
Arthur de C. Callado,Homem,Roseli da R. Barbosa,Mulher,WPerformance
Michel S. Bonfim,Homem,Paulo A. L. Rego,Homem,WPerformance
Michel S. Bonfim,Homem,Roseli da R. Barbosa,Mulher,WPerformance
Paulo A. L. Rego,Homem,Roseli da R. Barbosa,Mulher,WPerformance
Andrei B. B. Torres,Homem,José Neuman de Souza,Homem,WPerformance
Cristiano Martins Monteiro,Homem,Cristina Duarte Murta,Mulher,SEMISH
Cristiano Martins Monteiro,Homem,Fábio Rocha da Silva,Homem,SEMISH
Cristina Duarte Murta,Mulher,Fábio Rocha da Silva,Homem,SEMISH
Edson Midorikawa,Homem,Felipe V. de Almeida,Homem,WPerformance
Edson Midorikawa,Homem,Liria M. Sato,Mulher,WPerformance
Edson Midorikawa,Homem,Tatiana T. Torres,Mulher,WPerformance
Felipe V. de Almeida,Homem,Liria M. Sato,Mulher,WPerformance
Felipe V. de Almeida,Homem,Tatiana T. Torres,Mulher,WPerformance
Liria M. Sato,Mulher,Tatiana T. Torres,Mulher,WPerformance
Alexandre Veloso de Matos,Homem,Marco Antônio Simões Teixeira,Homem,WPerformance
Alexandre Veloso de Matos,Homem,Mário Ezequiel Augusto,Homem,WPerformance
Marco Antônio Simões Teixeira,Homem,Mário Ezequiel Augusto,Homem,WPerformance
Elton Lever,Homem,Omar Vilca,Homem,ETC
Elton Lever,Homem,Rosiane Freitas,Mulher,ETC
Omar Vilca,Homem,Rosiane Freitas,Mulher,ETC
Danielo G. Gomes,Homem,Emanuel Coutinho,Homem,WPerformance
Danielo G. Gomes,Homem,José Neuman de Souza,Homem,WPerformance
Danielo G. Gomes,Homem,Leonardo Moreira,Homem,WPerformance
Danielo G. Gomes,Homem,Mauricio M. Neto,Homem,WPerformance
Emanuel Coutinho,Homem,José Neuman de Souza,Homem,WPerformance
Emanuel Coutinho,Homem,Leonardo Moreira,Homem,WPerformance
Emanuel Coutinho,Homem,Mauricio M. Neto,Homem,WPerformance
José Neuman de Souza,Homem,Leonardo Moreira,Homem,WPerformance
José Neuman de Souza,Homem,Mauricio M. Neto,Homem,WPerformance
Leonardo Moreira,Homem,Mauricio M. Neto,Homem,WPerformance
Luiz Eduardo Fernandes Bentes,Homem,Renata da Encarnação Onety,Mulher,ETC
Luiz Eduardo Fernandes Bentes,Homem,Wesley da Silva Rocha,Homem,ETC
Renata da Encarnação Onety,Mulher,Wesley da Silva Rocha,Homem,ETC
Francisco S. S. Neto,Homem,José F. Magalhães Netto,Homem,ETC
Francisco S. S. Neto,Homem,Marcel L. Rios,Homem,ETC
José F. Magalhães Netto,Homem,Marcel L. Rios,Homem,ETC
Carlos A. T. Aguni,Homem,Daniel Cordeiro,Homem,WPerformance
Daniel Menasch,Homem,Leandro P. de Aguiar,Homem,WPerformance
Daniel Menasch,Homem,Matheus Martins,Homem,WPerformance
Daniel Menasch,Homem,Miguel A. Bicudo,Homem,WPerformance
Leandro P. de Aguiar,Homem,Matheus Martins,Homem,WPerformance
Leandro P. de Aguiar,Homem,Miguel A. Bicudo,Homem,WPerformance
Matheus Martins,Homem,Miguel A. Bicudo,Homem,WPerformance
Diego Carvalho,Homem,Leonardo Rocha,Homem,CTIC
Diego Carvalho,Homem,Nícollas Silva,Homem,CTIC
Diego Carvalho,Homem,Tiago Trotta,Homem,CTIC
Leonardo Rocha,Homem,Nícollas Silva,Homem,CTIC
Leonardo Rocha,Homem,Tiago Trotta,Homem,CTIC
Nícollas Silva,Homem,Tiago Trotta,Homem,CTIC
Alan Xavier,Homem,Denis Carvalho,Homem,ENCompIF
Alan Xavier,Homem,Fábio Martins,Homem,ENCompIF
Alan Xavier,Homem,Ricardo Pimentel,Homem,ENCompIF
Denis Carvalho,Homem,Fábio Martins,Homem,ENCompIF
Denis Carvalho,Homem,Ricardo Pimentel,Homem,ENCompIF
Fábio Martins,Homem,Ricardo Pimentel,Homem,ENCompIF
André Yoshiaki Kashiwabara,Homem,Elenir Lila Leobet de Lima,Mulher,SEMISH
André Yoshiaki Kashiwabara,Homem,Everton da Silva,Homem,SEMISH
André Yoshiaki Kashiwabara,Homem,Fabrício Martins Lopes,Homem,SEMISH
Elenir Lila Leobet de Lima,Mulher,Everton da Silva,Homem,SEMISH
Elenir Lila Leobet de Lima,Mulher,Fabrício Martins Lopes,Homem,SEMISH
Everton da Silva,Homem,Fabrício Martins Lopes,Homem,SEMISH
Igor Steinmacher,Homem,Tayana Conte,Mulher,WEI
Andre R. Ortoncelli,Homem,Andre T. Endo,Homem,WEI
Andre R. Ortoncelli,Homem,Bruno Lima,Homem,WEI
Andre R. Ortoncelli,Homem,Guilherme Mattiello,Homem,WEI
Andre R. Ortoncelli,Homem,Luis Galonetti,Homem,WEI
Andre R. Ortoncelli,Homem,Murylo Lopes,Homem,WEI
Andre R. Ortoncelli,Homem,Paulo Nardi,Homem,WEI
Andre R. Ortoncelli,Homem,Rhuan Costa,Homem,WEI
Andre T. Endo,Homem,Bruno Lima,Homem,WEI
Andre T. Endo,Homem,Guilherme Mattiello,Homem,WEI
Andre T. Endo,Homem,Luis Galonetti,Homem,WEI
Andre T. Endo,Homem,Murylo Lopes,Homem,WEI
Andre T. Endo,Homem,Paulo Nardi,Homem,WEI
Andre T. Endo,Homem,Rhuan Costa,Homem,WEI
Bruno Lima,Homem,Guilherme Mattiello,Homem,WEI
Bruno Lima,Homem,Luis Galonetti,Homem,WEI
Bruno Lima,Homem,Murylo Lopes,Homem,WEI
Bruno Lima,Homem,Paulo Nardi,Homem,WEI
Bruno Lima,Homem,Rhuan Costa,Homem,WEI
Guilherme Mattiello,Homem,Luis Galonetti,Homem,WEI
Guilherme Mattiello,Homem,Murylo Lopes,Homem,WEI
Guilherme Mattiello,Homem,Paulo Nardi,Homem,WEI
Guilherme Mattiello,Homem,Rhuan Costa,Homem,WEI
