Autor1,Gênero_Autor1,Autor2,Gênero_Autor2,Evento
Allan Veras,Homem,Bruno Merlin,Homem,WEI
Allan Veras,Homem,Heleno Fülber,Homem,WEI
Allan Veras,Homem,João Ferreira,Homem,WEI
Allan Veras,Homem,Leonardo Zamprogno,Homem,WEI
Bruno Merlin,Homem,Heleno Fülber,Homem,WEI
Bruno Merlin,Homem,João Ferreira,Homem,WEI
Bruno Merlin,Homem,Leonardo Zamprogno,Homem,WEI
Heleno Fülber,Homem,João Ferreira,Homem,WEI
Heleno Fülber,Homem,Leonardo Zamprogno,Homem,WEI
João Ferreira,Homem,Leonardo Zamprogno,Homem,WEI
Fernando Magno Quintão Pereira,Homem,Gleison Souza Diniz Mendonça,Homem,CTD
Christiane G. von Wangenheim,Mulher,Matheus A. Pereira,Homem,WEI
Christiane G. von Wangenheim,Mulher,Nathalia da Cruz Alves,Mulher,WEI
Matheus A. Pereira,Homem,Nathalia da Cruz Alves,Mulher,WEI
Claudomiro Sales,Homem,Reginaldo Santos,Homem,WEI
Claudomiro Sales,Homem,Renan Cunha,Homem,WEI
Reginaldo Santos,Homem,Renan Cunha,Homem,WEI
Eloi Favero,Homem,João Santos,Homem,WEI
Felipe A. L. Soares,Homem,Henrique C. Freitas,Homem,WPerformance
Felipe A. L. Soares,Homem,Humberto T. Marques-Neto,Homem,WPerformance
Felipe A. L. Soares,Homem,Tiago B. Silveira,Homem,WPerformance
Henrique C. Freitas,Homem,Humberto T. Marques-Neto,Homem,WPerformance
Henrique C. Freitas,Homem,Tiago B. Silveira,Homem,WPerformance
Humberto T. Marques-Neto,Homem,Tiago B. Silveira,Homem,WPerformance
Larissa F. S. Britto,Mulher,Luciano D. S. Pacífico,Homem,CTIC
Larissa F. S. Britto,Mulher,Teresa B. Ludermir,Mulher,CTIC
Luciano D. S. Pacífico,Homem,Teresa B. Ludermir,Mulher,CTIC
Alessandra Martins Coelho,Mulher,Luiza Rosa de Moura,Mulher,ENCompIF
Alessandra Martins Coelho,Mulher,Matheus de Freitas Oliveira Baffa,Homem,ENCompIF
Luiza Rosa de Moura,Mulher,Matheus de Freitas Oliveira Baffa,Homem,ENCompIF
David Menotti,Homem,Rayson Laroca,Homem,CTD
Lucas Moreira e Silva Alves,Homem,Marcos Henrique Alves da Silva,Homem,SEMISH
Lucas Moreira e Silva Alves,Homem,Rostand Edson Oliveira Costa,Homem,SEMISH
Lucas Moreira e Silva Alves,Homem,Samuel de Moura Moreira,Homem,SEMISH
Lucas Moreira e Silva Alves,Homem,Tiago Maritan Ugulino de Araújo,Homem,SEMISH
Marcos Henrique Alves da Silva,Homem,Rostand Edson Oliveira Costa,Homem,SEMISH
Marcos Henrique Alves da Silva,Homem,Samuel de Moura Moreira,Homem,SEMISH
Marcos Henrique Alves da Silva,Homem,Tiago Maritan Ugulino de Araújo,Homem,SEMISH
Rostand Edson Oliveira Costa,Homem,Samuel de Moura Moreira,Homem,SEMISH
Rostand Edson Oliveira Costa,Homem,Tiago Maritan Ugulino de Araújo,Homem,SEMISH
Samuel de Moura Moreira,Homem,Tiago Maritan Ugulino de Araújo,Homem,SEMISH
Carlos Brito,Homem,Francisco Airton Silva,Homem,WPerformance
Carlos Brito,Homem,Guto Leoni,Homem,WPerformance
Carlos Brito,Homem,Iure Fé,Homem,WPerformance
Carlos Brito,Homem,Laécio Rodrigues,Homem,WPerformance
Francisco Airton Silva,Homem,Guto Leoni,Homem,WPerformance
Francisco Airton Silva,Homem,Iure Fé,Homem,WPerformance
Francisco Airton Silva,Homem,Laécio Rodrigues,Homem,WPerformance
Guto Leoni,Homem,Iure Fé,Homem,WPerformance
Guto Leoni,Homem,Laécio Rodrigues,Homem,WPerformance
Iure Fé,Homem,Laécio Rodrigues,Homem,WPerformance
Brena Santos,Mulher,Daniel Carvalho,Homem,WPerformance
Brena Santos,Mulher,Francisco Airton Silva,Homem,WPerformance
Brena Santos,Mulher,Iure Fé,Homem,WPerformance
Daniel Carvalho,Homem,Francisco Airton Silva,Homem,WPerformance
Daniel Carvalho,Homem,Iure Fé,Homem,WPerformance
Francisco Airton Silva,Homem,Iure Fé,Homem,WPerformance
Francisco Airton Silva,Homem,Paulo Henrique Rocha,Homem,WPerformance
Cesar A. C. Marcondes,Homem,Diego F. Pedroso,Homem,WPerformance
Cesar A. C. Marcondes,Homem,Emerson R. A. Barea,Homem,WPerformance
Cesar A. C. Marcondes,Homem,Hermes Senger,Homem,WPerformance
Diego F. Pedroso,Homem,Emerson R. A. Barea,Homem,WPerformance
Diego F. Pedroso,Homem,Hermes Senger,Homem,WPerformance
Emerson R. A. Barea,Homem,Hermes Senger,Homem,WPerformance
Alex B. Vieira,Homem,Edelberto Franco,Homem,WPerformance
Alex B. Vieira,Homem,Frederico O. Sales,Homem,WPerformance
Edelberto Franco,Homem,Frederico O. Sales,Homem,WPerformance
Giorgia O. Mattos,Mulher,Josilene A. Moreira,Mulher,WIT
Giorgia O. Mattos,Mulher,Laura L. A. O. Campos,Mulher,WIT
Giorgia O. Mattos,Mulher,Luyza E. D. Nascimento,Mulher,WIT
Giorgia O. Mattos,Mulher,Maria L. M. Calixto,Mulher,WIT
Giorgia O. Mattos,Mulher,Tiago E. S. Araujo,Homem,WIT
Giorgia O. Mattos,Mulher,Vanessa G. L. Pessoa,Mulher,WIT
Josilene A. Moreira,Mulher,Laura L. A. O. Campos,Mulher,WIT
Josilene A. Moreira,Mulher,Luyza E. D. Nascimento,Mulher,WIT
Josilene A. Moreira,Mulher,Maria L. M. Calixto,Mulher,WIT
Josilene A. Moreira,Mulher,Tiago E. S. Araujo,Homem,WIT
Josilene A. Moreira,Mulher,Vanessa G. L. Pessoa,Mulher,WIT
Laura L. A. O. Campos,Mulher,Luyza E. D. Nascimento,Mulher,WIT
Laura L. A. O. Campos,Mulher,Maria L. M. Calixto,Mulher,WIT
Laura L. A. O. Campos,Mulher,Tiago E. S. Araujo,Homem,WIT
Laura L. A. O. Campos,Mulher,Vanessa G. L. Pessoa,Mulher,WIT
Luyza E. D. Nascimento,Mulher,Maria L. M. Calixto,Mulher,WIT
Luyza E. D. Nascimento,Mulher,Tiago E. S. Araujo,Homem,WIT
Luyza E. D. Nascimento,Mulher,Vanessa G. L. Pessoa,Mulher,WIT
Maria L. M. Calixto,Mulher,Tiago E. S. Araujo,Homem,WIT
Maria L. M. Calixto,Mulher,Vanessa G. L. Pessoa,Mulher,WIT
Tiago E. S. Araujo,Homem,Vanessa G. L. Pessoa,Mulher,WIT
Carlo Rodrigues,Homem,Vladimir Rocha,Homem,WPerformance
Matheus Guedes,Homem,Vinicius F. dos Santos,Homem,ETC
Maria Dayane Almeida Araújo,Mulher,Rhyan Ximenes de Brito,Homem,ENCompIF
Aleteia P. F. Araujo,Mulher,Ana Júlia L. Briceño,Mulher,WIT
Aleteia P. F. Araujo,Mulher,Ana Sofia S. Silvestre,Mulher,WIT
Aleteia P. F. Araujo,Mulher,Bianca P. Castro,Mulher,WIT
Aleteia P. F. Araujo,Mulher,Carla Cavalcante Koike,Mulher,WIT
Aleteia P. F. Araujo,Mulher,Carla D. Castanho,Mulher,WIT
Aleteia P. F. Araujo,Mulher,Maristela Holanda,Mulher,WIT
Aleteia P. F. Araujo,Mulher,Roberta B. Oliveira,Mulher,WIT
Aleteia P. F. Araujo,Mulher,Tais A. Oliveira,Mulher,WIT
Aleteia P. F. Araujo,Mulher,Thamires P. Silva,Mulher,WIT
Ana Júlia L. Briceño,Mulher,Ana Sofia S. Silvestre,Mulher,WIT
Ana Júlia L. Briceño,Mulher,Bianca P. Castro,Mulher,WIT
Ana Júlia L. Briceño,Mulher,Carla Cavalcante Koike,Mulher,WIT
Ana Júlia L. Briceño,Mulher,Carla D. Castanho,Mulher,WIT
Ana Júlia L. Briceño,Mulher,Maristela Holanda,Mulher,WIT
Ana Júlia L. Briceño,Mulher,Roberta B. Oliveira,Mulher,WIT
Ana Júlia L. Briceño,Mulher,Tais A. Oliveira,Mulher,WIT
Ana Júlia L. Briceño,Mulher,Thamires P. Silva,Mulher,WIT
Ana Sofia S. Silvestre,Mulher,Bianca P. Castro,Mulher,WIT
Ana Sofia S. Silvestre,Mulher,Carla Cavalcante Koike,Mulher,WIT
Ana Sofia S. Silvestre,Mulher,Carla D. Castanho,Mulher,WIT
Ana Sofia S. Silvestre,Mulher,Maristela Holanda,Mulher,WIT
Ana Sofia S. Silvestre,Mulher,Roberta B. Oliveira,Mulher,WIT
Ana Sofia S. Silvestre,Mulher,Tais A. Oliveira,Mulher,WIT
Ana Sofia S. Silvestre,Mulher,Thamires P. Silva,Mulher,WIT
Bianca P. Castro,Mulher,Carla Cavalcante Koike,Mulher,WIT
Bianca P. Castro,Mulher,Carla D. Castanho,Mulher,WIT
Bianca P. Castro,Mulher,Maristela Holanda,Mulher,WIT
Bianca P. Castro,Mulher,Roberta B. Oliveira,Mulher,WIT
Bianca P. Castro,Mulher,Tais A. Oliveira,Mulher,WIT
Bianca P. Castro,Mulher,Thamires P. Silva,Mulher,WIT
Carla Cavalcante Koike,Mulher,Carla D. Castanho,Mulher,WIT
Carla Cavalcante Koike,Mulher,Maristela Holanda,Mulher,WIT
Carla Cavalcante Koike,Mulher,Roberta B. Oliveira,Mulher,WIT
Carla Cavalcante Koike,Mulher,Tais A. Oliveira,Mulher,WIT
Carla Cavalcante Koike,Mulher,Thamires P. Silva,Mulher,WIT
Carla D. Castanho,Mulher,Maristela Holanda,Mulher,WIT
Carla D. Castanho,Mulher,Roberta B. Oliveira,Mulher,WIT
Carla D. Castanho,Mulher,Tais A. Oliveira,Mulher,WIT
Carla D. Castanho,Mulher,Thamires P. Silva,Mulher,WIT
Maristela Holanda,Mulher,Roberta B. Oliveira,Mulher,WIT
Maristela Holanda,Mulher,Tais A. Oliveira,Mulher,WIT
Maristela Holanda,Mulher,Thamires P. Silva,Mulher,WIT
Roberta B. Oliveira,Mulher,Tais A. Oliveira,Mulher,WIT
Roberta B. Oliveira,Mulher,Thamires P. Silva,Mulher,WIT
Tais A. Oliveira,Mulher,Thamires P. Silva,Mulher,WIT
Filipe Arantes Fernandes,Homem,Loham Santos da Silva,Homem,WEI
Filipe Arantes Fernandes,Homem,Otacílio José Pereira,Homem,WEI
Filipe Arantes Fernandes,Homem,Rossini Pena Abrantes,Homem,WEI
Loham Santos da Silva,Homem,Otacílio José Pereira,Homem,WEI
Loham Santos da Silva,Homem,Rossini Pena Abrantes,Homem,WEI
Otacílio José Pereira,Homem,Rossini Pena Abrantes,Homem,WEI
Leonardo Gargano,Homem,Lucas Couto,Homem,WASHES
Leonardo Gargano,Homem,Marcelo Fornazin,Homem,WASHES
Lucas Couto,Homem,Marcelo Fornazin,Homem,WASHES
Carmen Vera Scorsatto Brezolin,Mulher,Milene Selbach Silveira,Mulher,WEI
Eduardo F. Nakamura,Homem,Fabíola G. Nakamura,Mulher,SEMISH
Eduardo F. Nakamura,Homem,João Reis,Homem,SEMISH
Fabíola G. Nakamura,Mulher,João Reis,Homem,SEMISH
